"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"IPCI","Intellipharmaceutics International Inc.","0.33","$3.18M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ipci",
"IPAR","Inter Parfums, Inc.","61.77","$1.94B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/ipar",
"ICPT","Intercept Pharmaceuticals, Inc.","110.91","$3.29B","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/icpt",
"IDCC","InterDigital, Inc.","75.26","$2.55B","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/idcc",
"TILE","Interface, Inc.","16.2","$964.23M","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/tile",
"LINK","Interlink Electronics, Inc.","3.13","$20.29M","n/a","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/link",
"IMI","Intermolecular, Inc.","0.93","$46.27M","2011","Technology","Semiconductors","https://www.nasdaq.com/symbol/imi",
"INAP","Internap Corporation","5.97","$152.31M","1999","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/inap",
"IBOC","International Bancshares Corporation","38.39","$2.54B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/iboc",
"IMXI","International Money Express, Inc.","12.12","$289.59M","2017","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/imxi",
"ISCA","International Speedway Corporation","42.34","$1.87B","1996","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/isca",
"IGLD","Internet Gold Golden Lines Ltd.","2.73","$76.45M","1999","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/igld",
"IIJI","Internet Initiative Japan, Inc.","12.233","$1.1B","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/iiji",
"IDXG","Interpace Diagnostics Group, Inc.","1.05","$30.02M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/idxg",
"XENT","Intersect ENT, Inc.","30.01","$916.96M","2014","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/xent",
"INTX","Intersections, Inc.","3.64","$88.66M","2004","Technology","EDP Services","https://www.nasdaq.com/symbol/intx",
"IVAC","Intevac, Inc.","4.72","$107.68M","1995","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ivac",
"INTL","INTL FCStone Inc.","38.96","$736.6M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/intl",
"ITCI","Intra-Cellular Therapies Inc.","14.45","$790.8M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/itci",
"XON","Intrexon Corporation","9.8","$1.36B","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/xon",
"IIN","IntriCon Corporation","34.63","$299.24M","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/iin",
"INTU","Intuit Inc.","214.53","$55.68B","1993","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/intu",
"ISRG","Intuitive Surgical, Inc.","530.87","$60.63B","2000","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/isrg",
"PDBC","Invesco Actively Managed Exchange-Traded Commodity Fund Trust","15.835","$2.11B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pdbc",
"LALT","Invesco Actively Managed Exchange-Traded Fund Trus","22.27","$4.45M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/lalt",
"VRIG","Invesco Actively Managed Exchange-Traded Fund Trus","24.89","$448.02M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vrig",
"ADRA","Invesco BLDRS Index Funds Trust","30.1299","$18.08M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/adra",
"ADRD","Invesco BLDRS Index Funds Trust","20.93","$46.05M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/adrd",
"ADRE","Invesco BLDRS Index Funds Trust","38.45","$128.81M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/adre",
"ADRU","Invesco BLDRS Index Funds Trust","20.23","$13.15M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/adru",
"DWAQ","Invesco Exchange-Traded Fund Trust","97.7599","$39.1M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwaq",
"PDP","Invesco Exchange-Traded Fund Trust","53.42","$1.5B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pdp",
"PEY","Invesco Exchange-Traded Fund Trust","17.39","$746.03M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pey",
"PEZ","Invesco Exchange-Traded Fund Trust","53.03","$66.29M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pez",
"PFI","Invesco Exchange-Traded Fund Trust","32.37","$32.37M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pfi",
"PFM","Invesco Exchange-Traded Fund Trust","27.13","$318.78M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pfm",
"PGJ","Invesco Exchange-Traded Fund Trust","34.52","$181.23M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pgj",
"PHO","Invesco Exchange-Traded Fund Trust","30.57","$813.16M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pho",
"PID","Invesco Exchange-Traded Fund Trust","15.205","$740.48M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pid",
"PKW","Invesco Exchange-Traded Fund Trust","59.02","$1.51B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pkw",
"PNQI","Invesco Exchange-Traded Fund Trust","119.36","$525.18M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pnqi",
"PRFZ","Invesco Exchange-Traded Fund Trust","129.55","$1.96B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/prfz",
"PRN","Invesco Exchange-Traded Fund Trust","56.72","$102.1M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/prn",
"PSL","Invesco Exchange-Traded Fund Trust","72.155","$184M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psl",
"PTF","Invesco Exchange-Traded Fund Trust","56.5801","$124.48M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ptf",
"PTH","Invesco Exchange-Traded Fund Trust","83.3799","$275.15M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pth",
"PUI","Invesco Exchange-Traded Fund Trust","30.42","$65.4M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pui",
"PXI","Invesco Exchange-Traded Fund Trust","33.68","$63.99M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pxi",
"PYZ","Invesco Exchange-Traded Fund Trust","60.15","$81.2M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pyz",
"DWAS","Invesco Exchange-Traded Fund Trust II","49.82","$346.25M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwas",
"DWIN","Invesco Exchange-Traded Fund Trust II","24.0669","$45.73M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwin",
"DWLV","Invesco Exchange-Traded Fund Trust II","30.5391","$25.96M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwlv",
"DWTR","Invesco Exchange-Traded Fund Trust II","27.493","$64.61M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwtr",
"IDLB","Invesco Exchange-Traded Fund Trust II","27.51","$111.42M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/idlb",
"IPKW","Invesco Exchange-Traded Fund Trust II","31.4","$246.49M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ipkw",
"KBWB","Invesco Exchange-Traded Fund Trust II","52.57","$856.89M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kbwb",
"KBWD","Invesco Exchange-Traded Fund Trust II","22.13","$303.18M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kbwd",
"KBWP","Invesco Exchange-Traded Fund Trust II","61.0707","$64.12M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kbwp",
"KBWR","Invesco Exchange-Traded Fund Trust II","53.19","$125M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kbwr",
"KBWY","Invesco Exchange-Traded Fund Trust II","31.21","$371.4M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kbwy",
"LDRI","Invesco Exchange-Traded Fund Trust II","24.3644","$12.18M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ldri",
"PAGG","Invesco Exchange-Traded Fund Trust II","26.05","$19.54M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pagg",
"PIE","Invesco Exchange-Traded Fund Trust II","16.32","$179.52M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pie",
"PIO","Invesco Exchange-Traded Fund Trust II","24.69","$171.6M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pio",
"PIZ","Invesco Exchange-Traded Fund Trust II","24.25","$204.91M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/piz",
"PLW","Invesco Exchange-Traded Fund Trust II","30.88","$134.33M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/plw",
"PSAU","Invesco Exchange-Traded Fund Trust II","15.82","$22.94M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psau",
"PSCC","Invesco Exchange-Traded Fund Trust II","80.165","$108.22M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pscc",
"PSCD","Invesco Exchange-Traded Fund Trust II","61.265","$82.71M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pscd",
"PSCE","Invesco Exchange-Traded Fund Trust II","11.46","$38.96M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psce",
"PSCF","Invesco Exchange-Traded Fund Trust II","55.9333","$167.8M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pscf",
"PSCH","Invesco Exchange-Traded Fund Trust II","128.86","$1.15B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psch",
"PSCI","Invesco Exchange-Traded Fund Trust II","63.6347","$114.54M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psci",
"PSCM","Invesco Exchange-Traded Fund Trust II","46.3744","$23.19M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pscm",
"PSCT","Invesco Exchange-Traded Fund Trust II","76.38","$374.26M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psct",
"PSCU","Invesco Exchange-Traded Fund Trust II","56.2","$75.87M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pscu",
"USLB","Invesco Exchange-Traded Fund Trust II","31.5442","$154.57M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/uslb",
"QQQ","Invesco QQQ Trust, Series 1","169.37","$65.91B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qqq",
"ISTR","Investar Holding Corporation","25.13","$240.53M","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/istr",
"ISBC","Investors Bancorp, Inc.","12.28","$3.58B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/isbc",
"ITIC","Investors Title Company","186.08","$351.06M","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/itic",
"NVIV","InVivo Therapeutics Holdings Corp.","1.99","$18.52M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nviv",
"IONS","Ionis Pharmaceuticals, Inc.","58.29","$8.02B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ions",
"IOVA","Iovance Biotherapeutics, Inc.","9.67","$1.19B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/iova",
"IPAS","iPass Inc.","2","$15.92M","2003","Technology","EDP Services","https://www.nasdaq.com/symbol/ipas",
"IPGP","IPG Photonics Corporation","142.15","$7.59B","2006","Technology","Semiconductors","https://www.nasdaq.com/symbol/ipgp",
"IPIC","iPic Entertainment Inc.","3.12","$35.68M","2018","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/ipic",
"IQ","iQIYI, Inc.","20.31","$14.37B","2018","Consumer Services","Consumer Electronics/Video Chains","https://www.nasdaq.com/symbol/iq",
"IRMD","iRadimed Corporation","28.78","$307.37M","2014","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/irmd",
"IRTC","iRhythm Technologies, Inc.","74.08","$1.79B","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/irtc",
"IRIX","IRIDEX Corporation","4.74","$64.44M","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/irix",
"IRDM","Iridium Communications Inc","23.88","$2.66B","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/irdm",
"IRDMB","Iridium Communications Inc","814.4","$407.2M","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/irdmb",
"IRBT","iRobot Corporation","95.4","$2.64B","2005","Consumer Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/irbt",
"IRWD","Ironwood Pharmaceuticals, Inc.","13.82","$2.13B","2010","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/irwd",
"IRCP","IRSA Propiedades Comerciales S.A.","20.5","$645.82M","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/ircp",
"AAXJ","iShares Trust","66.77","$3.81B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aaxj",
"ACWI","iShares Trust","69.83","$9.47B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/acwi",
"ACWX","iShares Trust","44.52","$3.45B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/acwx",
"AIA","iShares Trust","57.82","$939.58M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aia",
"AMCA","iShares Trust","27.6645","$11.07M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/amca",
"BGRN","iShares Trust","50.312","$25.16M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bgrn",
"DVY","iShares Trust","97.85","$17.04B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dvy",
"EMB","iShares Trust","103.69","$14.84B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/emb",
"EMIF","iShares Trust","28.01","$32.21M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/emif",
"ENZL","iShares Trust","48.285","$147.27M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/enzl",
"ESGD","iShares Trust","61.19","$452.81M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/esgd",
"ESGU","iShares Trust","60.57","$112.05M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/esgu",
"EUFN","iShares Trust","18.43","$978.63M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/eufn",
"EWZS","iShares Trust","14.5","$61.63M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ewzs",
"FALN","iShares Trust","25.25","$65.65M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/faln",
"GNMA","iShares Trust","47.88","$102.94M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gnma",
"HEWG","iShares Trust","25.43","$272.1M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hewg",
"HYXE","iShares Trust","49.5","$9.9M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hyxe",
"IBB","iShares Trust","109.1","$8.49B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ibb",
"ICLN","iShares Trust","8.99","$166.32M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/icln",
"IEF","iShares Trust","101.78","$9.42B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ief",
"IEI","iShares Trust","119.7","$7.8B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/iei",
"IEUS","iShares Trust","48.26","$193.04M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ieus",
"IFEU","iShares Trust","36.32","$34.5M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ifeu",
"IFGL","iShares Trust","28.02","$465.13M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ifgl",
"IGF","iShares Trust","41.34","$2.64B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/igf",
"IGIB","iShares Trust","52.15","$5.56B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/igib",
"IGOV","iShares Trust","47.67","$824.69M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/igov",
"IGSB","iShares Trust","51.51","$10.15B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/igsb",
"IJT","iShares Trust","184.06","$6.17B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ijt",
"INDY","iShares Trust","35.38","$781.9M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/indy",
"ISHG","iShares Trust","80.06","$76.06M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ishg",
"ISTB","iShares Trust","48.85","$2.24B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/istb",
"IUSB","iShares Trust","48.715","$2.43B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/iusb",
"IUSG","iShares Trust","57.91","$5.42B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/iusg",
